comment,score
很不错，表面也很软，估计踢起来效果会很不错,5
质量不错 味道不大 小朋友用刚好合适 很耐磨,5
球很好，搞不清楚大小，买了两个，给小朋友玩的。京东货真价实，送货快，售后服务好，无可挑剔，好评好评好评，支持支持支持。,5
非常好！拿到手的第一天就带儿子出去嗨了，小朋友们都很喜欢喔，颜色好看，也很耐脏的。这个尺码正合适。,5
宝宝喜欢踢，球颜色看起来也很好。还附带了充@和袋子也很实用,5
在客服的帮助下选了一款合适的球，球的质量不错，赠送的配件很实用。以后还会购买篮球,5
买了这个足球，小孩子很喜欢，又颜色很好,5
这个足球真的不错，皮厚，还送**，以后不用去外面打气了，颜色也符合我的审美，出乎我意料之外.做工也非常不错,5
外观颜值：这个红双喜足球已经是第二次购买了，以前也买过其他品牌的足球，价格也比这个要高，但实际使用效果和脚感来说还真不如红双喜这个。第一个买的没有踢坏，孩子给踢到房顶取不下来了只好重买一个，果断继续选择红双喜。买足球还附赠了打气筒，球袋和气针三件套很贴心。,5
包装好，物流快，今天下单，第二天就到，快递小哥服务好，负责任！足球?很亮，好的很！,5
不错,5
买来给宝宝踢着玩，他很喜欢。颜色也好看。整体做工还不错，出去玩过一次，很满意，目前没有发现什么缺点。装足球的袋子也还可以，出去玩比较方便。打气筒也是好用的。爱运动从小培养！京东物流快，派送小哥态度很好！好评,5
商家态度非常好，遇到问题立马解决问题。快速解决。信赖商家。,5
既便宜又实惠。比在实体店买便宜多了。而且很质量。孩子很喜欢。,5
昨晚下单下午就收到货了，质量不错两个孩子很喜欢，快递小哥服务很好还帮忙打好气。京东值得信赖。,5
买了好几次了，质量不错，配送速度也很快，会继续购买。买了好几次了，质量不错，配送速度也很快，会继续购买。,5
球的质量很好，孩子非常喜欢，玩了一段时间后才来评价的，喜欢的朋友可以放心购买,5
挺好，一开始没送球针，气筒！联系客服之后立马就补发了，很赞,5
大小尺寸：刚刚好外观颜值：很不错哈做工质量：还好训练用就OK,5
足球很漂亮，质量很好，价格也不贵，买给儿子踢球锻炼身体，推荐。,5
满满的赞，这个红双喜足球真心不错。买三个打七折才34一个很划算，质量还很好,5
是正品，物流很快，孩子很喜欢。,5
之前在小区里看其它大一点的小朋友玩，家里宝宝开心的追着跑，没想到他还挺喜欢球，赶紧给他买一个玩吧，结果第一次拿下楼就被人偷走了，哎，真不知道说什么好，球的质量很好，还送几样东西，红双喜专做体育的大牌子，很好,5
足球质量不错，价格合理，性价比高，孩子很喜欢！,5
真的很漂亮，这个尺寸比较轻，可以给孩子玩玩。打气也很方便的,5
儿子学校着急用，京东今天买明天送，特别快，价格不贵还送货上门,5
孩子的学校举办足球赛啊，于是就在京东网上给孩子买了一个足球，这个足球大小很合适，孩子很喜欢，每天放学都在操场上练习，还送了一个充气筒。充气针。给我们带来了很多的方面。京东的物流也很快，很快就送到了，孩子很喜欢踢足球。锻炼了身体，而且也增强了他的集体荣誉感，他们班的比赛也赢了，我们很满意。感谢店家送的小礼物,5
不错，孩子非常喜欢，希望结实耐用，给孩子带来开心的每一天！,5
昨天到了踢了踢不错，孩子很喜欢,5
比超市便宜好多好多，送货速度很快。支持京东！！！！,5
不错，孩子很喜欢！先当成篮球玩会~,5
京东的商品质量有保证！快递也很快，相信老品牌！还送了打气筒。很好！,5
好用,5
昨天下单，今天中午就到了。京东就是快！原本5号球以为孩子会踢不动，没想到……踢得很溜?价格不仅便宜，质量而且超级好滴！,5
踢起来弹性很好，缝合的地方很精致，很喜欢。,5
东西很不错，物美价廉，物流也给力，值得购买,5
足球很漂亮，到家小孩玩了不到两个小时就被别人拿走了！材质也不错！足球很漂亮，到家小孩玩了不到两个小时就被别人拿走了！材质也不错！大小尺寸：足球很漂亮，到家小孩玩了不到两个小时就被别人拿走了！材质也不错！足球很漂亮，到家小孩玩了不到两个小时就被别人拿走了！材质也不错！,5
快递速度很快，当天买第二天就到了。球质量还行，刚打完气还没踢,5
很好，值得购买，适合小孩玩，完全没问题。,5
京东物流很快，物流很快。足球还没用，感觉上不错。,5
质量挺好的，孩子非常喜欢，去幼儿园都带着，呵呵,5
皮球外观很好，还没实地玩玩！希望更好,5
材质手感：好做工质量：好外观颜值：好大小尺寸：好,5
宝贝质量不错！手感不错！物流也很快！孩子很喜欢！,5
质感还不错，送的小打气简很好用，儿子很喜欢！,5
儿子学校体育用品都是红双喜的质量很好，足球样子好看(??ω??)??棒棒哒！,5
物流很快，球的质量也很好，也非常漂亮，顶，真的不错，下次再光顾，五星，十分满意。,5
拍的有点扁，其实还不错，很漂亮，手感也很好,5
特别好，适合小孩子玩，宝宝很喜欢哈哈哈啊哈哈啊哈哈哈哈,5
东东很正品。感觉很棒。推荐给有意让小孩子学会踢足球的朋友。,5
首先要说这个性价比很高，带的配件很多且实用,5
宝贝很喜欢，爱不释手，质量很好！！！物有所值，以后继续关注！！！,5
这个球很好，我儿子很喜欢，几个配件也很好，很高兴的一次购物，下次再来。,5
球很好，宝宝很喜欢，难得商家想的这么周到：气筒，网袋，球针都有！物流也给力，以后会继续关注！,5
非常好的卖家，球也很好很漂亮，以后一定还光顾,5
足球不错，晚上拿网兜兜去体育场玩儿了，好多小朋友都抢着玩，孩子很高兴，质量不错，超值了,5
质量非常好，特别适合小朋友玩。且附带的迷你气筒也特别好用，儿子非常喜欢。,5
不好意思，确认晚了，还没有用，包装外观完好，全五分好评。,5
很好！很不错！非常非常喜欢！,5
同时买的东西，到货速度最快，颜色鲜亮，质量不错，女儿和侄子玩的很开心。,5
挺漂亮的，孩子超喜欢，十分满意的购物体验。,5
看上去很实在很满意，质量很好。很不错的一次购物，谢谢老板。,5
足球很好气管和钢针都不错   非常满意给予好评发货很快,5
很好!做工非常精致，儿子很喜欢，很高兴。物美价廉，下次还来。,5
宝贝收到了，儿子很喜欢，质量挺好的。,5
还是挺好的，儿子很喜欢！,5
购物选京东，明智的选择，物品很好，孩子喜欢！,5
孩子很喜欢，每天都在玩,5
很好的足球！谢谢天天电视宝！,5
非常不错，能够让顾客常年都在你这买产品，证明你们的产品的确是不错的。满分！,5
是正品，物美价廉，值得购买。,5
产品蛮不错，朋友推荐的，下次会继续光顾的！客服很有耐心，很有爱！,5
小朋友很喜欢，质量很好,5
好不错质量好，耐用孩子很喜欢,5
不错球的质量不错孩子很喜欢,5
东西不错小孩很喜欢质量很好,5
物美价廉，感谢商家赠送的打气筒，球针和网袋。,5
东西非常漂亮！发货速度，客服也很贴心，满意的一次购物。,5
很不错，颜色很正，材质软,5
东西很好，我儿子很喜欢,5
掌柜的服务态度真好，发货很快。商品也相当不错。太喜欢了，谢谢！,5
货已收到，不错的大皮球，孩子很喜欢，下次一定光顾！,5
很好呢，特别是客服的服务很棒，很耐心！会继续光顾！,5
挺好的，物美价廉，宝贝很喜欢，赠品也不错,5
"卖家发货很快,服务到位，宝贝的品质真不错,买得舒心又称心。",5
这个价格很实惠，质量也不错，物流很快，总体很满意,5
宝贝很漂亮，小朋友自己挑的，他很喜欢。,5
很不错的足球，质量好不说，关键还很便宜。我家孩子看到了，很喜欢。,5
颜色靓丽，质量很好，儿子很喜欢,5
很快就收到了，宝贝很正，卖家还送了小礼物，赞一个,5
觉得还行，收到的动西包装的也很好，下次会在来买的,5
这些球确定吗还是特别好玩滴都大家好喜欢龙。,5
东西很好，物流也很快??质量还不错很喜欢的呢！,5
非常棒的足球，非常漂亮，孩子喜欢！,5
球很精致，非常喜欢。价格也很公道，良心卖家,5
孩子很喜欢，每天出去踢一场,5
货以收到，超满意！值得信赖,5
很好，质量很不错，很有感觉,5
客服的态度相当的好，解答了我的疑问，下次还来你家买东西,5
是正品，物美价廉，值得购买。,5
给小朋友买的，玩的很是开心！,5
很满意很喜欢速度很快有机会我还会再来的呵呵合作愉快哦！,5
这家店还好吧。来买过几次了，服务老客户非常周到，以后还常来！,5
比外面几十块钱?的好，平时自己玩很实惠,5
忠心地感谢你，让我买到了梦寐以求的宝贝，太感谢了！,5
东西不错，物流也快，物美价廉。,5
给儿子的六一礼物，超喜欢的,5
性价比很高，便宜质量又好，客服很好，5星好评,5
质量很好。价格也便宜，大爱,5
非常不错！小朋友很喜欢，物有所值！,5
足球质量很不错，孩子很喜欢。,5
邮政快递这次送货超快 好评,5
宝贝收到了，儿子喜欢的不得了，超级值得的，推荐一下。,5
很好，跟起来也很好。,5
质量很好，非常喜欢，谢谢,5
给学校买的，很划算，老板服务很好，很周到,5
东西很好，不错，物流也很好很快，大爱,5
给小孩玩的，小孩很喜欢，不错,5
货品不错，小朋友玩的很开心,5
很不错，儿子超喜欢，送货速度点大赞,5
不错，很好的，不错，很好的!,5
东西很好，宝贝很喜欢，颜色也很鲜艳,5
很好，孩子很喜欢?很满意此次购物,5
价格实惠，质量不错，小孩很喜欢！,5
非常不错！孩子一直在用，下次再来！,5
东西还可以，包装很结实，发货速度比较快,5
非常快，非常好，球也很好,5
不好意思评价晚了，非常好的店家，东西很喜欢！,5
非常出乎意料，下次还会来的~好卖家，继续关注！,5
孩子很喜欢踢起来挺不错的,5
球很好 大人都可以玩,5
孩子非常喜欢，必须赞一个,5
和描述的一致，质量不错，很满意！,5
物流很快，态度很好，物品我很喜欢,5
这个球去了还是很好玩地了。,5
不错，很满意，孩子非常非常喜欢。,5
东西物美价廉，总体非常不错的:),5
东西还不错！很不错！！！满意哦,5
很好看的足球，儿子超喜欢！,5
给家里买的，很满意。发货有些慢。,5
物品不错是正品，很好的喜欢赞一个,5
很好，很大气，不错哦,5
非常满意！小朋友很喜欢，下次还来,5
价格划算，物超所值吧，感觉不错,5
买家态度很好，东西也不错，点赞,5
孩子很喜欢，天天带小伙伴一起玩！,5
东西很好，适合练习用，赞,5
这个球还是不错的，送的东西很好,5
很好的足球，物流也很快,5
很满意，商品不错，价格也满意,5
足球不错，送货很快，不错,5
给小朋友买的，她们都很喜欢,5
质量一般，孩子非常喜欢！,5
看起来很不错，还没使用,5
超喜欢好吗？买买买！！！,5
很好，两个小孩都很喜欢。,5
东西很不错，快递态度也很好！,5
东西很好，收到后儿子很喜欢,5
很好，跟图片的一摸一样,5
质量，很好，儿子很喜欢。,5
质量不错，小孩很喜欢,5
儿子很喜欢玩，买的很划算,5
物美价廉，手感很好。,5
细节不错，儿子很喜欢,5
物美价廉，不错小孩喜欢,5
物美价廉，孩子挺喜欢的。,5
很满意！物流也快！很喜欢,5
性价比很高啊，不错不错,5
给孩子买的，孩子很高兴,5
足球不错，物流也很快。,5
儿子非常喜欢，值得买。,5
物流挺快，儿子很喜欢,5
超爱，希望朋友快来买,5
给儿子买的 非常喜欢,5
小孩很喜欢，价格不贵,5
很好，很好，很好。。。,5
儿子很喜欢，质量很好。,5
东西还不错，尺寸也合适，适合小孩子踢，老板人也不错，希望可以精益求精。,5
质量还可以，虽然我感觉球还是小了点，但是我儿子还满意的。,5
足球，挺便宜的，还送**，气针，*到手，小孩子玩还可以,5
足球的质量不错，这个款蓝色足球小孩子们都喜欢玩。,5
这次买的没有给充气还好给配了气筒，正好让孩子锻炼一下,5
孩子喜欢蓝色的，我也喜欢足球，闹着要和我一决高下，好高兴，玩的开心！,5
东西不错，就是有点不平，有的地方有小包，给好评吧，儿子昨天生日礼物，正好昨天到了！,5
三天收到，外观还不错，气筒、球针、网袋齐全，等充上气看看效果再来追评！,5
虽然球有褶，没踢过，就放了几天没漏气，质量应该还可以吧,5
球收到了，娃娃还是喜欢，感觉还是可以，毕竟价格也便宜。,5
球已收到，虽然出了点问题但是店家服务态度非常好,4
挺不错的！不过明明免运费，物流还找我要两块钱！没给！,4
大小合适，孩子喜欢，好评,5
还不错 质量很好  推荐购买,4
还不错吧，没开始玩，送的东西也可以,5
有了它，小哥天天晚上放学回来就运动起来，酷爱，放牛没法拍照，晚点补上,5
可以，小孩子喜欢，不错。,5
今天玩了一下午，感觉还不错，质量不错。,5
还没踢过，看起来不错，满意,5
非常不错，儿子很喜欢，质量也很好，货真价实。,5
还行，卖家还送了打气筒和两个气针，很方便,5
宝贝不错，玩了好几天还是湛亮如新。价位也合适。在足球场让球手看了都说好，尤其是它的硬度非常适合十岁左右的孩子踢。太硬了就会伤小孩的脚。,5
还可以吧！球还很好，给你五星别骄傲。,5
足球，暑假时候买了给小朋友踢了，还可以，他们玩得很开心，这就好了,5
快递很快，质量也还可以，孩子很喜欢。,5
宝贝收到了，穿上很舒服，很漂亮的鞋子。物美价廉，同事也想买，告诉她了网址，卖家服务态度很好很好很好。,5
不错，很好，宝宝很喜欢！谢谢商家的礼物！,5
给我大侄子买滴 快递也很快 不错,5
足球的质量非常好，儿子很喜欢,5
感觉还不错，小孩子说很满意,5
球质量还行快也快小孩很喜欢,5
质量很好，跟图片的一样。快递也很给力，下次还选京东,5
球不错，宝宝非常喜欢玩。,5
很愉快的一次购物，下次还来,5
足球很好，带的赠品也很好。,5
很赞！推荐大家来购买！,5
东西很好，物有所值，,5
很好很好，,5
本人很喜欢踢球 ，就定了这么个足球   拿到手看了很好,5
儿子挺喜欢的！看起来质量不错！很满意的一次购物,5
很不错，儿子喜欢，踢了几次也没坏，配件齐全！,5
给女儿买的，质量很好，大小也合适,5
不错，很好，质量棒棒哒，就是客流慢了，给5颗星！,5
给我家宝贝买的，高兴坏了?超喜欢杠杠的,5
产品质量很不错，快递给力，下次还回来，祝生意兴隆！,5
一直只相信京东，从不让我失望。好品质，物流快，儿子很喜欢。给个大母指,5
用着很好，1天半就到货了，给个满分,5
给儿子买的，为了让他多在户外活动活动，他很喜欢！,5
东西不错，小孩很喜欢，和图片一样，,5
质量不错，孩子很喜欢也不漏气。,5
质量非常不错，宝宝很喜欢。赠品也很实用。,5
发货快，物流也快，质量好，孩子很喜欢。,5
东西还可以吧！感觉很便宜啊，比体育器材店的实惠多了,5
还行，小孩很喜欢，发货也快。,5
东西  挺好   孩子们很喜欢,5
足球还不错，他们很喜欢,5
捐献大凉山小学买的足球，孩子们很喜欢，谢谢,5
宝贝太棒啦，儿子很喜欢，支持厂家,5
可以小孩很喜欢耐磨度不是很好！,5
东东很不错?，建议购买。,5
挺好看的。弟弟很喜欢啊,5
还可以，物超所值，以后还会来的！,5
孩子很喜欢，下回还会光顾,5
质量很好，速度很快。,5
很好，儿子玩得很开心,5
很好很好，不错不错。,5
很好不错继续支持京东,5
挺不错的，弹性很好，孩子喜欢。,5
这个球买的很好。儿子很喜欢,5
这厂品非常好，用起来舒服,5
质量很好很好，值得拥有,5
捐献大凉山小学买的足球，孩子们很喜欢，谢谢,5
捐献大凉山小学买的足球，孩子们很喜欢，谢谢,5
捐献大凉山小学买的足球，孩子们很喜欢，谢谢,5
捐献大凉山小学买的足球，孩子们很喜欢，谢谢,5
这个价格算是性价比了，支教给孩子们带的礼物，哥几个没钱买到这个很满足了，气第一次没打满总感觉球不圆，打满留好很多了，挺适合孩子们玩的，硬度刚刚好,4
"网上买的都不错。主要是这家店卖的是正品，踢了几天跟新的一样。那个质量没得说。我太喜欢了。下次还会来买。发货快。还送了球针，打气筒，网兜，比店里还便宜。。性价比很高?,整体感觉不错,包装不错哦,功能不错,做工不错,材质不错。",5
习惯性好评  还行吧  小朋友踢的   送的气筒和气嘴  ，送的球袋实在不行,5
足球样子很漂亮，给儿子买的，儿子在楼下踢了一会表面就有划痕了，质量真不敢恭维啊！,4
京东买的东西就是快，比*快。永远支持京东；支持刘哥。,5
质量好，款式新颖，小小孩都喜欢玩，好货！,5
孩子很喜欢，不错的，就是一个单子，还要我分4 5个评价，挺麻烦,5
特别喜欢这双鞋。买的有点大所幸不妨碍穿。买之前担心会不会开胶以及质量这些问题。鞋子拿回来后就完全放心了。最近天有点冷只是试了一下。好喜欢咩～??,5
球还不错，质量只能说是一般了，对得起这个价格，不过给孩子玩的，还行吧,5
物品早收到了，现在正使用中，感觉挺好的，希望能耐用，卖家赠送的东西也实用。,5
很不错的宝贝，物有所值，嗯只不过是没有带上气针,5
足球外观设计不错，踢起来不错，给孩子买的暑假用,5
还可以，孩子回来了，去踢球,5
今天晚上刚收到货品还可以吧,5
给小孩买的，他挺喜欢啊！,5
还行，看上去还挺皮实,5
对得起这个价格，这个价格的质量还是不错的，孩子玩还是买便宜的好，,5
不好意思评价晚了，已收到货，球直接送学校了，孩子还是挺喜欢的。,5
东西不错，小孩玩得挺开心的，价钱也便宜。,5
球还不错，除了弹性差了点其它都还好。,4
弹性还行不错，小孩玩还可以。,5
质量还可以，用了这么些天还没看到磨坏！,5
足球不错，而且客服相当给力。下次还会选择在此购买,5
不错不错，值得购买，很好，就是小了点,5
足球看着不错，就是不知耐不耐用。用后再来追评,5
不错 水泥地面踢，给小孩娱乐,5
看起来还可以，小孩子很喜欢，快递不怎么快,5
妹妹很喜欢，材质还不错！,4
不错，儿子玩的开心，实惠。,5
感觉还不错啊，应该可以。,5
物品不错，有些损坏，一踢就脏了,5
球还可以，还有赠品，不错,5
还不错，孩子玩的挺高兴,5
物流快，质量可以，值得一买。,5
实惠的价格，质量算好了,5
挺好的，本来给小孩买的。可以,5
物流太慢了，宝贝不错,5
还不错，性价比比较高,5
一直对京东服务都满意,5
刚收到，还有个打气的东东，刚看到时球是扁的，还以坏了，等打好气再来说。,5
看起来不错，但是质量还不知道咋样。好以后再加评……,5
非常好，足球非常好，如果給足球充好，就更好。謝謝大家，還沒買的趕快買。????????????,5
孙子很欢喜，还想买一个能拍的。,5
货收到用了再来好评,5
非常好，孩子非常喜欢??????，,5
还不错??????????、这个价格就是买了让孩子自己玩的,5
足球不错，不过小孩玩还是有点大了。,5
真心不错,5
孩子喜欢???,5
还可以，就是小孩子说有点大啊！,5
感觉你好像就是呀没得一,5
货已收到，希望儿子喜欢,5
用了一段时间感觉不错很满意,5
给儿子买的生日礼拜，,4
还行吧，毕竟一分钱一分货！,4
足球用着还可以！,5
孩子很喜欢,5
很好。。。。。。。,5
这些东西非常非常非常非常非常非常非常的好。,5
质量不错哦，孩子喜欢得很咯！,5
小孩很喜欢，踢了一段时间，还好,5
给孩子训练用，孩子喜欢。,5
这个球很好孩子很喜欢,5
还行！过一段时间看看质量怎样,3
球可以，孩子很喜欢,5
宝贝很喜欢，质量好,5
非常好，孩子很喜欢,5
货品不错，物流挺快,5
产品不错值得购买,5
不错 孩子挺喜欢,5
可以，儿子很喜欢！,5
东西收到还没玩,5
不错，物有所值,5
很喜欢，可以的。,5
儿子很喜欢,5
宝宝挺喜欢,5
很好，配件全,5
不错的足球,5
儿子很喜欢,5
赞?，价格适中。,5
东西还以,5
儿子喜欢。。。。。,5
非常棒,5
挺好的,5
还不错,5
质量好！,5
儿子自己选的，很喜欢,5
气门嘴凸起，不知道能用多久，孩子喜欢不想退了,3
不错。。。。。。。。。,5
可以！！！！！！,5
儿子非常喜欢，蛮好,5
好。。。。。。。。。。。。。,5
很好，孩子很喜欢！,5
质量很高，价格低,5
小时候有一个足球梦，那时候我爸给我买了个足球，其实就是个皮球。儿子前两天说想要个足球，我好兴奋，挑了这个球。非常满意，首先没有刺鼻的味道，白颜色很醒目，配合这花纹也很个性，简单的踢几脚没有明显划痕，两层球体中包裹的材料也很软，踢起来脚非常舒服！,5
这款世达儿童足球大小正合适，儿子很喜欢，不是很硬，踢起来脚不痛。外观很设计很好看，做工机器缝制也还不错。价格在这里，用的pvc材质，虽然没有pu的好，小孩子踢踢没有什么问题。足球重量不重，充满气，踢起来感觉不错。,5
用了一段时间了，质量挺好，物美价廉，送货快，孩子喜欢，踢踢起来不硬，弹性也不错。,5
球送过来的时候是打好气的，这个很优秀，外观很好，没有划伤。亮皮的表面这个也比较闪眼睛大小尺寸：小尺寸的，给小孩子玩正好合适外观颜值：比较漂亮，不仅表面做工不错没有划痕和图案色彩，而且缝制得也很好。材质手感：材质比较软，光面，脚感还是不错的,5
大小尺寸：四号球，适合青少年外观颜值：非常漂亮，孩子超级喜欢做工质量：既精美又精致，做工非常好，缝合线整齐漂亮材质手感：皮质柔软适度，不伤脚，孩子大人都喜欢的不得了,5
大小尺寸：适合小学生练习使用。小球更可以练习球性和准确度。外观颜值：经典蓝色五角星，很漂亮。做工质量：做工还可以，性价比高。这个价位里的还可以。就看耐久度了。材质手感：触感有弹性，颠球很舒服。足球可以有效训练孩子的团队意识，同时可以很好的提高速度耐力爆发力以及平衡力。,5
大小尺寸：对于孩子来说，大小正好！外观颜值：颜值很高！做工质量：做工不错，针脚很细密！材质手感：很有质感！很结实！,5
大小尺寸：标准外观颜值：颜色搭配不错做工质量：挺细致材质手感：柔软度很好，并且送来的时候是打好气的，还有就是赠送了一个气针。。这种品质对得起30多的价格,5
足球不错  质量挺好 厚实  而且特别沉    踢起来有感觉    亮面的  拍一拍弹性也不错   孩子自己选的颜色和款式    收到很喜欢   能减少玩电子产品的时间   挺好的 过些日子再买个篮球玩玩  满意,5
这球非常不错，是正品，喜欢在京东买东西，特别的赞，首先物流很快一般头一天下单第二天就能到，有时当天早上下单下午就能收到，而且京东的快递小哥也非常称职，都会送到家。现在一般都不去超市，在京东都可以搞定。,5
球手感很好，做工质量不错，这个价位的球已经非常棒了，适合小学生练习用。,5
宝宝看着图片自己选的这款，说喜欢这款，拿着球很可爱，还可以，好看，清新。,5
球的质量很好，颜色很正，物流很快，快递小哥的服务也好，京东值得信赖。女儿也很喜欢，晚上放学后就踢上了。,5
大小尺寸：大小刚刚好零食饮料基本都是京东买的，发货很快。很好吃的，超级合算。这个比超市里面可便宜多了，以后还是京东买，又方便，又实惠，还送到家，不用自己再专门去超市买了，京东还是专送的，有专门的包装袋，服务非常好的，发货也很快的！,5
物美价廉，质量还不错，没送其他东西，孩子喜欢就好。物美价廉，质量还不错，穿上挺好看，孩子喜欢就好。物美价廉，质量还不错，穿上挺好看，孩子喜欢就好。物美价廉，质量还不错，穿上挺好看，孩子喜欢就好。京东快递就是快,5
球买了两个，非常漂亮，做工精细，4号儿童球。快递速度超快，第二天就到了。,5
球非常漂亮，还送了一个球针。重量刚好，不重也不轻，大品牌值得信任。希望耐踢。,5
质量很好的一款足球，外观和颜色图案，小朋友也非常喜欢。,5
很好，已经迫不及待拿到球场去踢了。拿到手手感就非常好,5
做工质量：不错材质手感：好，适合孩子价格实惠，孩子还小，喜欢踢球，楼下草地上玩也很合适！,5
足球大小合适，很适合小孩玩耍，质量也不错，京东自营值得信赖。,5
大小尺寸：尺寸合适。外观颜值：颜值很高，不错。做工质量：质量很好，性价比很高。材质手感：材质不错。,5
大小尺寸：大小合适外观颜值：外观很漂亮做工质量：做工优良材质手感：手感很不错,5
正品质量不错，造型也比较好看，特别是蓝色的星星，孩子很喜欢,5
京东的速度真是超乎意料，下午1点下的单，5点多送到。质量还不错，对得起这个价。现在还特价中，值得推荐。,5
特地玩了几天再来评论。做工好，用料真，货真价实！,5
京东品质，质量保证，服务态度好，物流配送快速，包装精致，绝对正品，方便快捷，物美价廉，性价比超高，非常满意，特别好，?,5
产品质量非常好，图案也很漂亮，儿子很喜欢，以后还会光顾的。,5
大小尺寸：适合小学生外观颜值：好看做工质量：特别好材质手感：很棒,5
京东自营，速度一流，价廉物美，性价比高，质量不错，孩子喜欢。相信京东的品质。,5
这个物品还是很好的，值得回购。宝贝收到，质量不错。与卖家描述一致，质量不错，领券购买划算。发货很快，收留也快，包装也很好。希望后面活动更加多一点。很满意这次购物。,5
还没有用，等用了来追平应该不错，最重要的是快递师傅服务太好了，是所有快递中最好的,5
双十一的时候买的，家里装修，在网上在京东买东西买自营的还是比较放心的，挺好，这种现代风格家里人也很喜欢，做活动价格也令人满意，，很漂亮!,5
外观颜值：挺漂亮材质手感：还可以，这个价格也就这质量做工质量：做工很好,5
很不错，京东品质，值得信赖！每次购物，都很不错！,5
足球大小很好，适合6岁小朋友玩，蓝色非常运动，儿子非常喜欢，经常提着去球场踢球,5
这款足球性价比很高，儿子很喜欢，足球图案很漂亮，球感不错。推荐购买。,5
大小尺寸：非常棒外观颜值：非常棒做工质量：非常棒材质手感：非常棒,5
试用了一段时间，孩子很喜欢，质量也不错，值得推荐,5
物有所值，孩子喜欢，喜欢在京东购物，物流快，服务好，五星好评。,5
价格便宜，质量超级棒！！！外皮很软，弹性也好！！！！,5
大小尺寸：4寸外观颜值：好看做工质量：很好材质手感：不错,5
女儿同学班上说要买的，还要学会踢球，跟同学一起凑单买了7个，质量很好，很有质感，京东速度就是快，上午下单，下午就收到货了，京东就是这么有速度，这就是很多人选择京东的原因，服务到位，速度够快，就是买这么多也不送个网袋,5
东西不错价格合理孩子很喜欢，手感也不错，价格实惠！！！京东自营不错哦,5
质量很好，价格便宜，小孩挺喜欢的。,5
孩子很喜欢，大小刚好，而且配送员刚好送到，赶上还是体育课要用。,5
大小挺合适的，做工和质感蛮好的，非常不错，快递很给力,5
小孩很喜欢！品牌质量不错！比原先买其它品牌的梗好！大爱,5
足球质量很好，表面光滑，适合孩子玩，质量过关，推荐朋友购买,5
大小合适，适合小朋友使用，做工材质都很好。,5
材质手感：很舒服！外观颜值：可以,5
大小尺寸：合适外观颜值：好做工质量：比较不错，还是很满意的,5
不错，孩子很喜欢！就看质量如何，能踢多久了,5
外观颜值：挺漂亮的，做工也特别精致。,5
外观颜值：好，很实用，做工不愧大品牌,5
质量不错，和孩子一起玩很合适。很棒。,5
非常好，非常漂亮，质量也好，儿子非常满意,5
好用 价格实惠 比超市便宜很多 物美价廉 超值，物流速度也快 很满意。,5
价格便宜，质量超好！！！！！大品牌值得信赖！！！孩子很喜欢！！！,5
很不错，孩子喜欢，最近啥都不玩就玩它了,5
很好，质量挺好的，给小家伙买的很喜欢,5
孩子很喜欢，做工还可以，毕竟这个价位，给孩子练习颠球用足够了。,5
这个价格真的性价比超高，孩子超喜欢，大小合适，轻重合适，看能经受考验的情况吧。,5
质量很好，弹性不错。小孩玩很合适，耐磨度还不错，物有所值。,5
做工质量：质量很好，比较重，有弹性。外观颜值：漂亮,5
孩子很喜欢，做工精细，不错不错，物有所值,5
买回来还没有用过，这个价格买到还是很不错了，小朋友很喜欢，有机会可以好好运动了,5
昨天刚下单的，今天就到了。物流超快，推荐购买。球还不错,5
买给儿子的，很喜欢，上体育课也要用上，做活动买的很实惠。,5
帮崽崽的同学买的，都是我推荐的?，反映不错，物流很快。,5
球很棒，质量不错，宝宝很喜欢！,5
第二天就收到，很满足，质量不错。,5
正好碰上搞活动，真的很划算，这个是一个很不错的选择，下次还是会继续回购的,5
这个足球踢着很舒服  下班有空带小孩一起玩,5
世达的足球不用说了，质量都很好，这个价格性价比超高,5
孩子非常喜欢，颜色好看，做工不错,5
适合大小。在这非常时期，补充了我的运动！,5
很好质量，大小适中小孩玩宝贝也很喜欢，天天抱着睡觉?,5
足球感觉很不错，卖家还给了一个气针，一个网兜，跟贴心,5
这是第二次购买，第一个送给朋友家孩子了，都非常完美,5
物流还是一如既往的迅速，下单后很快就到了，和想象的差不多，值得推荐！,5
手感不错，做工很好，小孩子玩大小正好,5
很不错…很符合需求，大小适中~,5
儿子喜欢的不得了，质量不错，造型很漂亮，白色也看着干净,5
京东快递的速度一直是杠杠的，今天定明天到，东西么看看也可以，没啥问题，毕竟买给孩子玩的,5
球的质感不错，买回来孩子非常喜欢，送了气门针，要是还送个打气筒就好了，有了足球，打气筒也是必备的哇哇哇哇哇哇,5
足球质量不错，孩子拿到就很喜欢,5
足球很好，儿子很喜欢，质量也很好！全五分,5
足球的质量很好，刚打完气试踢了一下，全五分好评,5
"非常支持，质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好",5
足球大小是4号，孩子很喜欢，大小合适。,5
非常不错，儿子很喜欢，大品牌价格实惠,5
做工质量：很好材质手感：很舒服，小孩很喜欢,5
快递小哥冒着大雪送来的，看着不错，还送了网兜和球针，小朋友非常喜欢。,5
正好赶上圣诞，儿子很开心，拿到手就踢了。希望能用久一点,5
